Single Image Frame,x00,y00,z00,x01,y01,z01,x02,y02,z02,x03,y03,z03,x04,y04,z04,x05,y05,z05,x06,y06,z06,x07,y07,z07,x08,y08,z08,x09,y09,z09,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,Label
G:\sign2\sign2 (1).jpg,0.4047381281852722,0.7959871292114258,-0.0002441850956529379,0.3057018518447876,0.7054576873779297,-0.1152307391166687,0.2974093556404114,0.5826167464256287,-0.16495060920715332,0.4204235076904297,0.5068491101264954,-0.20493747293949127,0.53941810131073,0.4866165220737457,-0.22556211054325104,0.38511645793914795,0.4707580804824829,0.012691185809671879,0.36390015482902527,0.32762855291366577,-0.01939650997519493,0.3620331883430481,0.2358589768409729,-0.04319034144282341,0.37018316984176636,0.15779373049736023,-0.05130299553275108,0.4850517809391022,0.47915342450141907,0.006055142730474472,0.52945476770401,0.337149977684021,-0.027863718569278717,0.562110424041748,0.23539340496063232,-0.06329408288002014,0.5932461023330688,0.1628875732421875,-0.0634315237402916,0.5586275458335876,0.5206514596939087,-0.022833386436104774,0.5908521413803101,0.43979015946388245,-0.16817283630371094,0.5245627760887146,0.5050275921821594,-0.25431931018829346,0.4774332344532013,0.5772453546524048,-0.24327905476093292,0.6242803335189819,0.5827511548995972,-0.06016140058636665,0.6664982438087463,0.493595689535141,-0.16930383443832397,0.6332420110702515,0.4924606382846832,-0.22057218849658966,0.5950502157211304,0.5198355317115784,-0.21672438085079193,2
G:\sign2\sign2 (2).jpg,0.45390936732292175,0.8368383646011353,-0.00034126522950828075,0.3441854417324066,0.7508678436279297,-0.12050344794988632,0.3372916579246521,0.6227353811264038,-0.1799522191286087,0.4760662913322449,0.5466345548629761,-0.23571597039699554,0.5942482948303223,0.5134897232055664,-0.26109427213668823,0.4039635956287384,0.4947500228881836,-0.012791983783245087,0.3787377178668976,0.34565722942352295,-0.07738028466701508,0.3678581714630127,0.24860307574272156,-0.11721153557300568,0.3686835765838623,0.16939082741737366,-0.13775072991847992,0.5155631899833679,0.4990413188934326,-0.020935481414198875,0.5573404431343079,0.3493931293487549,-0.06890969723463058,0.5848499536514282,0.24509108066558838,-0.10594019293785095,0.6127737164497375,0.16781452298164368,-0.11283673346042633,0.6016802787780762,0.5445348024368286,-0.053744520992040634,0.6448548436164856,0.4599915146827698,-0.22259940207004547,0.5738416910171509,0.5311871767044067,-0.2957209348678589,0.5246265530586243,0.6016106009483337,-0.27014967799186707,0.6766795516014099,0.6117793917655945,-0.09100867062807083,0.7223555445671082,0.5265306830406189,-0.23614837229251862,0.6607776880264282,0.5599995851516724,-0.2938956618309021,0.6036083102226257,0.6148863434791565,-0.2817396819591522,2
G:\sign2\sign2 (3).jpg,0.4334692060947418,0.831660270690918,-0.00038673175731673837,0.3190450072288513,0.7493361234664917,-0.12312435358762741,0.302695631980896,0.6235623359680176,-0.1845131516456604,0.4313061833381653,0.5452789068222046,-0.24230104684829712,0.548963189125061,0.5114415287971497,-0.2702885866165161,0.37520021200180054,0.4912775456905365,-0.01465735025703907,0.3479459881782532,0.34534692764282227,-0.07960585504770279,0.3350541889667511,0.2503111958503723,-0.11938616633415222,0.3332681357860565,0.16954511404037476,-0.14302918314933777,0.48486754298210144,0.49428310990333557,-0.02444167621433735,0.5221242308616638,0.34843212366104126,-0.07466594129800797,0.5441064238548279,0.24708326160907745,-0.11436375975608826,0.5652138590812683,0.16900792717933655,-0.128617063164711,0.5707884430885315,0.5397334098815918,-0.05770613253116608,0.6101115942001343,0.45122289657592773,-0.23279505968093872,0.539505124092102,0.5177658796310425,-0.3124585449695587,0.4893457889556885,0.5841182470321655,-0.29339709877967834,0.643965482711792,0.6068490147590637,-0.09553655982017517,0.6854560375213623,0.5247212648391724,-0.2501715123653412,0.621810257434845,0.5570264458656311,-0.318446546792984,0.5610204339027405,0.609279215335846,-0.31599730253219604,2
G:\sign2\sign2 (4).jpg,0.4307127594947815,0.8149155378341675,-0.00030730164144188166,0.3187522292137146,0.7380591034889221,-0.12385720759630203,0.3085917830467224,0.6184054613113403,-0.18754281103610992,0.4376337230205536,0.5451371669769287,-0.24501775205135345,0.547593355178833,0.5109734535217285,-0.27081140875816345,0.3759154677391052,0.4913880228996277,-0.026669001206755638,0.34824806451797485,0.35001546144485474,-0.09809639304876328,0.3351178765296936,0.2560098171234131,-0.14456596970558167,0.33184805512428284,0.17862719297409058,-0.1721227914094925,0.4838198721408844,0.4930804669857025,-0.033523496240377426,0.5195683240890503,0.3494911193847656,-0.08928564190864563,0.5438253879547119,0.24806725978851318,-0.13450731337070465,0.5692318677902222,0.17028972506523132,-0.15305007994174957,0.568004310131073,0.5355780124664307,-0.0636705681681633,0.6080503463745117,0.45313671231269836,-0.2377869337797165,0.5398807525634766,0.5184687376022339,-0.31433162093162537,0.4911240339279175,0.5833119750022888,-0.2955763041973114,0.6409895420074463,0.5994502305984497,-0.09858518838882446,0.6843459010124207,0.5185868740081787,-0.24927297234535217,0.6224334239959717,0.5490918159484863,-0.3129650354385376,0.56339430809021,0.6004945039749146,-0.3091294467449188,2
G:\sign2\sign2 (5).jpg,0.42696455121040344,0.8171037435531616,-0.0003327828599140048,0.3137035071849823,0.7440178394317627,-0.13222810626029968,0.2989543080329895,0.6258084774017334,-0.2028961181640625,0.4182596206665039,0.5495177507400513,-0.26439422369003296,0.523918628692627,0.5085833072662354,-0.297021746635437,0.37208253145217896,0.4935553967952728,-0.04604680836200714,0.3426716923713684,0.34930160641670227,-0.11418653279542923,0.3286364674568176,0.25309836864471436,-0.15829820930957794,0.3239038288593292,0.17245599627494812,-0.1856764405965805,0.4808686375617981,0.49553999304771423,-0.050952691584825516,0.5150544047355652,0.34876614809036255,-0.11041368544101715,0.535759449005127,0.24415424466133118,-0.15977784991264343,0.5563898682594299,0.16180750727653503,-0.18490397930145264,0.5668070316314697,0.5380859971046448,-0.07750669866800308,0.5992534756660461,0.4551682770252228,-0.256000280380249,0.5287374258041382,0.5215557813644409,-0.33430731296539307,0.47900909185409546,0.5877586603164673,-0.3177300989627838,0.6410356760025024,0.6016607880592346,-0.10977311432361603,0.6767485737800598,0.5206097364425659,-0.26285117864608765,0.6115525960922241,0.551489531993866,-0.3264468014240265,0.5485687255859375,0.6036070585250854,-0.3235899806022644,2
G:\sign2\sign2 (6).jpg,0.4440878629684448,0.8050152063369751,-0.00034445119672454894,0.3318302035331726,0.7285995483398438,-0.12822958827018738,0.3195754289627075,0.6057711243629456,-0.18966986238956451,0.4496702551841736,0.5325656533241272,-0.24429430067539215,0.5584627389907837,0.49956580996513367,-0.26448264718055725,0.392339289188385,0.4795304238796234,-0.027880793437361717,0.36909446120262146,0.33598577976226807,-0.09544627368450165,0.35925787687301636,0.2412591278553009,-0.13737326860427856,0.35846155881881714,0.16128045320510864,-0.1635427176952362,0.5020235180854797,0.48174938559532166,-0.034424517303705215,0.5388064384460449,0.33763501048088074,-0.09307141602039337,0.5620687007904053,0.23446758091449738,-0.1426035463809967,0.584372878074646,0.15451475977897644,-0.1657046526670456,0.5871239304542542,0.5242365002632141,-0.06295591592788696,0.6207471489906311,0.4439548850059509,-0.2381572425365448,0.5516283512115479,0.5090815424919128,-0.31413525342941284,0.502285361289978,0.5746195316314697,-0.2965957820415497,0.6591331362724304,0.5879560708999634,-0.09806965291500092,0.6989251375198364,0.507756769657135,-0.2500879764556885,0.6366686820983887,0.5351828336715698,-0.3156886398792267,0.5745092630386353,0.5842819213867188,-0.3152216970920563,2
G:\sign2\sign2 (7).jpg,0.4333731234073639,0.7941197156906128,-0.0003464289475232363,0.32318463921546936,0.7235679626464844,-0.1281137466430664,0.3064660429954529,0.6050586700439453,-0.19818924367427826,0.4269914925098419,0.5278239250183105,-0.26503491401672363,0.5347012281417847,0.48848211765289307,-0.3010740280151367,0.3803256154060364,0.4724195897579193,-0.038297127932310104,0.35123950242996216,0.3327949643135071,-0.10877466946840286,0.3365509510040283,0.24260170757770538,-0.1465870440006256,0.33196204900741577,0.16506463289260864,-0.17217065393924713,0.489452987909317,0.4750756621360779,-0.05060499906539917,0.5230284333229065,0.3318321108818054,-0.11023727059364319,0.5415012836456299,0.23210926353931427,-0.15706585347652435,0.5614283084869385,0.15277820825576782,-0.18207459151744843,0.5743633508682251,0.5186842083930969,-0.0832296758890152,0.605163037776947,0.44095706939697266,-0.2605058550834656,0.5312580466270447,0.5113092064857483,-0.32186993956565857,0.48267456889152527,0.5768623948097229,-0.2967483103275299,0.6460431814193726,0.5835017561912537,-0.12390479445457458,0.683793306350708,0.5057334303855896,-0.2729455232620239,0.6175773739814758,0.5378624796867371,-0.3263765573501587,0.5566781163215637,0.5862966775894165,-0.31802576780319214,2
G:\sign2\sign2 (8).jpg,0.45428141951560974,0.7858806252479553,-0.00036373225157149136,0.3511584401130676,0.7037639021873474,-0.113780677318573,0.33755940198898315,0.57797771692276,-0.1765005737543106,0.4587394595146179,0.5001121163368225,-0.2388237565755844,0.5652127265930176,0.4711061716079712,-0.27687233686447144,0.41200020909309387,0.4497050642967224,-0.023592062294483185,0.3909328877925873,0.30723077058792114,-0.08916322886943817,0.38155174255371094,0.21505863964557648,-0.13167861104011536,0.382689505815506,0.1371431052684784,-0.15589503943920135,0.51868736743927,0.45656874775886536,-0.03377806767821312,0.5618500709533691,0.3148011565208435,-0.08842272311449051,0.5862926244735718,0.21368339657783508,-0.13488538563251495,0.6091528534889221,0.13546210527420044,-0.15400511026382446,0.600107729434967,0.5019199252128601,-0.06454794853925705,0.6372922658920288,0.4177682101726532,-0.2212819904088974,0.5677871704101562,0.4796651601791382,-0.2865392863750458,0.5204380750656128,0.5423811674118042,-0.263738751411438,0.671190619468689,0.566508412361145,-0.10243573784828186,0.7144908308982849,0.48195841908454895,-0.23380497097969055,0.6571059823036194,0.5048092603683472,-0.2879403829574585,0.6018399596214294,0.5498007535934448,-0.28237807750701904,2
G:\sign2\sign2 (9).jpg,0.3672485649585724,0.8679558038711548,-0.00014007165736984462,0.5265398621559143,0.7743130326271057,0.1326143443584442,0.5714731216430664,0.6582823991775513,0.21958811581134796,0.5280303955078125,0.5834962725639343,0.31624835729599,0.4408949017524719,0.5466287732124329,0.4324501156806946,0.5467028021812439,0.545572817325592,0.02056049183011055,0.6179126501083374,0.37902891635894775,0.06543134897947311,0.648695707321167,0.2926402688026428,0.10756158828735352,0.6622066497802734,0.23366987705230713,0.1340329349040985,0.4221506714820862,0.5307319760322571,0.04230429604649544,0.3875505328178406,0.3529716730117798,0.09279757738113403,0.37180095911026,0.2583799660205841,0.16643591225147247,0.3428497314453125,0.1993405520915985,0.203800231218338,0.3252340853214264,0.5584949254989624,0.08475619554519653,0.3324739933013916,0.4301476776599884,0.2093314826488495,0.3582143783569336,0.4007204473018646,0.2859719693660736,0.36205458641052246,0.3922019600868225,0.3165889084339142,0.2551190257072449,0.6008126735687256,0.13375650346279144,0.3077636659145355,0.5277570486068726,0.27098241448402405,0.3535483479499817,0.5568343997001648,0.32929161190986633,0.36812999844551086,0.5934038758277893,0.3446071147918701,2
G:\sign2\sign2 (10).jpg,0.3897542655467987,0.8755152225494385,-0.000152091626659967,0.5324317216873169,0.7753544449806213,0.15292561054229736,0.5637476444244385,0.6572461128234863,0.2403341829776764,0.5125340819358826,0.5832470059394836,0.3303593695163727,0.42007166147232056,0.5407687425613403,0.4320083558559418,0.5524891018867493,0.5445258021354675,0.048296306282281876,0.626996636390686,0.38385170698165894,0.09882838279008865,0.6591895818710327,0.3041902780532837,0.14832359552383423,0.6809322834014893,0.2522590160369873,0.1808679848909378,0.4272044897079468,0.5292199850082397,0.05330604687333107,0.40115100145339966,0.3470413088798523,0.09653370827436447,0.3907647728919983,0.25566917657852173,0.16770850121974945,0.36962366104125977,0.19922325015068054,0.20524059236049652,0.3311595916748047,0.5542985200881958,0.08223989605903625,0.3459209203720093,0.41495567560195923,0.2159121185541153,0.37839069962501526,0.38997113704681396,0.3216026723384857,0.3817426264286041,0.3845564126968384,0.36790338158607483,0.26612478494644165,0.5936086177825928,0.1172901913523674,0.32338833808898926,0.5145686268806458,0.26585420966148376,0.3725008964538574,0.5402768850326538,0.34217461943626404,0.3882825970649719,0.5723745226860046,0.36653247475624084,2
